Date,Realised_Volatility,GARCH_Forecast,GARCH_Binary,True_Target
2024-03-19,0.00903880563328,0.008494273565602338,0,1
2024-03-20,0.0045479015065886,0.008310258648025468,0,0
2024-03-21,0.0053522555060528,0.008132869287919174,1,1
2024-03-22,0.0058977467681126,0.007963783638643128,1,1
2024-03-25,0.0072198688854994,0.007923618691519725,1,1
2024-03-26,0.0069397440312727,0.007749524183757357,1,0
2024-03-27,0.0088417575510356,0.007700737257047707,1,1
2024-03-28,0.0033971381641492,0.007647108585506446,0,0
2024-04-01,0.007000652873914,0.007474411485801227,1,1
2024-04-02,0.0037712586305421,0.007306602620875769,1,0
2024-04-03,0.0053542871977984,0.007166565460329534,1,1
2024-04-04,0.0076721455454792,0.0070147922565063575,1,1
2024-04-05,0.0037860961539539,0.007102533510856596,0,0
2024-04-08,0.0046555931137009,0.007039304839467208,1,1
2024-04-09,0.0092446831960843,0.006906374577536002,1,1
2024-04-10,0.0083670692877718,0.0068443723427236884,0,0
2024-04-11,0.0043653368304155,0.00675527697512935,0,0
2024-04-12,0.0062468643519885,0.006894338043458548,1,1
2024-04-15,0.0080989080221096,0.0068950052047992315,1,1
2024-04-16,0.0051890529228157,0.006873990806088888,0,0
2024-04-17,0.0071136490053187,0.006763886190192779,1,1
2024-04-18,0.0059138036415099,0.006930049607306043,0,0
2024-04-19,0.0120948452881608,0.0067837245728979735,1,1
2024-04-22,0.0096485718499579,0.00855713645773201,0,0
2024-04-23,0.0073410484456043,0.008621898729719394,0,0
2024-04-24,0.0101239320607599,0.008605620139462266,1,1
2024-04-25,0.0121114338337846,0.008597590912755288,0,1
2024-04-26,0.0070840174409597,0.008587787281395472,0,0
2024-04-29,0.0044570066355361,0.008907717308977756,1,0
2024-04-30,0.0079288870306706,0.008699040816540066,1,1
2024-05-01,0.0142892742523209,0.008541051358545543,1,1
2024-05-02,0.0037864451864637,0.00860282521499845,0,0
2024-05-03,0.0060471470246831,0.008556414974964658,1,1
2024-05-06,0.0073825801605616,0.008523247858378689,1,1
2024-05-07,0.0059526140038538,0.008522803857996815,1,0
2024-05-08,0.0054352947873811,0.008380528051127583,1,0
2024-05-09,0.0049518349699659,0.008189163796754623,1,0
2024-05-10,0.0057081905287058,0.008065827602909536,1,1
2024-05-13,0.0043342599518546,0.007902653760666513,1,0
2024-05-14,0.0033954732915627,0.007726380906830187,1,0
2024-05-15,0.0049212449152236,0.0075656291712739845,1,1
2024-05-16,0.0029484662745939,0.0075911253840225896,1,0
2024-05-17,0.0042186059950717,0.007422826910050205,1,1
